No.,名　言,リ　ン　ク,,,,,,,,,,,,,,,,,,,,,
241,「うわやっば！ヤバい事された！ｯﾁ…ハ！？」,https://www.twitch.tv/alfrea/clip/FilthyImpartialWalrusPipeHype-c4JKyau-q_dyxALM?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
242,「吠えてる場合じゃないよ」,https://www.twitch.tv/alfrea/clip/PoliteDeafAsparagusAllenHuhu-3HixBu3Dk-XLmfZG?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
243,「P様は何もしなかったんだよね」,https://www.twitch.tv/alfrea/clip/CoyAbnegateSeahorseOptimizePrime-v112rUjP_XnS-CO-?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
244,「たかスぺだったら激怒してるね」,https://www.twitch.tv/alfrea/clip/RenownedDrabClintmullinsAsianGlow-98_8bKPASquMet4W?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
245,「マジむかつくこのゲーム」,https://www.twitch.tv/alfrea/clip/SquareLongFungusTwitchRPG-XprQTjv0uI8L9ADo?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
246,「ADC？ナイストライ、ナイストライ」,https://www.twitch.tv/alfrea/clip/BillowingKitschyShrewFutureMan-vukQgmzw3RnbXCkO?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
247,「いや違う、どういう…まあいいや」,https://www.twitch.tv/alfrea/clip/DarkGiantDadHassanChop-4l7O0bGxGu4VP_Qt?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
248,「いやいやいや2004年生まれが赤ちゃんなら俺は小学生なんだが？ナメるなよ」,https://www.twitch.tv/alfrea/clip/AdorableMildKeyboardMau5-d9LZmNwKMb5RJVI0?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
249,「しゃる3にサポートの練習させた方がいいですよ」,https://www.twitch.tv/alfrea/clip/PiliableWimpyDiscPicoMause-Kvg3qCJiKackjFXC?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
250,「まあ俺じゃない。ミスったのは」,https://www.twitch.tv/alfrea/clip/FrigidAlluringTruffleTebowing-Cqaiz4jnCFGVVY1f?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
251,「お前は負けそうだった」,https://www.twitch.tv/alfrea/clip/SassyTenderBaboonHotPokket-TlxG9BKD5WR8dGR5?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
252,「邪魔！邪魔邪魔邪魔！」,https://www.twitch.tv/alfrea/clip/OilyHealthyLaptopBrokeBack-49alH6UNcOt3sWpt?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
253,「ｯﾁ あーもう！しー…！あーもうダメ！ほんとに！」,https://www.twitch.tv/alfrea/clip/GloriousSeductivePeppermintAsianGlow-IOGZAYR9HMqtONrK?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
254,「行かないよ！バカかお前。マジでメリットない」,https://www.twitch.tv/alfrea/clip/BashfulFamousWolfFloof-zxpOTnatixuCjf6C?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
255,「あぁ…」,https://www.twitch.tv/alfrea/clip/CheerfulProductiveLarkGingerPower-7ir807izwr9y69gG?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
256,「すごいウェーブの触り方したね。Q撃ったでしょコレ」,https://www.twitch.tv/alfrea/clip/EnchantingHorribleSoymilkDatSheffy-JvO-M7iMqq9qzCoK?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
257,「骨折しててこんなおもろいことないぞ」,https://www.twitch.tv/alfrea/clip/SpinelessGleamingCurlewTebowing?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
258,「くっさいなぁ、あの真ん中」,https://www.twitch.tv/alfrea/clip/BadAttractiveEyeballTBTacoLeft-l_vpcBZlftJiYdz1?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
259,「まざーさんじゃん」,https://www.twitch.tv/alfrea/clip/ImportantLovelySamosaOMGScoots-N3FSzuNflUyrc5Li?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
260,「お前でっか！」,https://www.twitch.tv/alfrea/clip/UnusualProtectiveWerewolfYouWHY-lSIjQv7TkGmtS--L?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
261,「ｳｯ…アッ！ﾁｯ」(台パン),https://www.twitch.tv/alfrea/clip/PleasantToughAnteaterPeanutButterJellyTime?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
262,「デブじゃす」,https://www.twitch.tv/alfrea/clip/AbnegateBillowingCheetahDoritosChip-s9dESzKkvLzYZo_e?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
263,「馬ってさ、狩ったら皮出るよね」,https://www.twitch.tv/alfrea/clip/AlluringSolidMilkJKanStyle-aec6GJ1Ir7IaqED-?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
264,「じゃすはねうるさい」,https://www.twitch.tv/alfrea/clip/SeductiveEndearingPeanutBCouch-2U4_tCxsS50N5ZwR?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
265,「たぶん(げまげまで一番常識人なのは)俺」,https://www.twitch.tv/alfrea/clip/ZanyConcernedDragonHassaanChop-VkWUkl7GjCc74iqt?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
266,「ウザwウッザw」,https://www.twitch.tv/alfrea/clip/PoliteZanyBurritoRickroll-1DEvdx3MOETJ4JSg?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
267,「PICK'EMってホント簡単」,https://www.twitch.tv/alfrea/clip/AssiduousEndearingSproutNomNom-ORxAPNa1s3Udsd6M?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
268,「ちゃんとやってない人がいた」,https://www.twitch.tv/alfrea/clip/SpeedyCoySpiderPanicVis-5PoAZsmS2qUga0qG?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
269,「何に使うんだろこの仲間」,https://www.twitch.tv/alfrea/clip/NeighborlySoftKleePanicBasket-aPNtmoeVn3mvSqVQ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
270,「え！？UGのプレイミスはUGの為にならないから直した方が良いと思うよ」,https://www.twitch.tv/alfrea/clip/TrustworthyGoodChamoisPoooound-SIY7HlGGWeEwd5k8?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
271,「めちゃめちゃ育ってないボドカさんが来る」,https://www.twitch.tv/alfrea/clip/OpenFaithfulSpaghettiDoggo-lFYh1nkzwPXh55UR?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
272,「BOTレーンこれで成立してるの普通にヤバいな」,https://www.twitch.tv/alfrea/clip/TawdryDarkFishPanicVis-N4jlSMRNeITAl9TN?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
273,「終わっとるやんけ！」,https://www.twitch.tv/alfrea/clip/ShortTangibleCodTwitchRaid-tPpckt69lN8qqtMw?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
274,「バカ！お前ェ！」,https://www.twitch.tv/alfrea/clip/PolishedBlatantGullRalpherZ-rN6IPXLzF5dHh5xV?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
275,「息合わないなぁ～この2人」,https://www.twitch.tv/alfrea/clip/PeacefulBoldSheepSuperVinlin-yMbRio0IB6lgrEsX?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
276,「リスナーほんとにうるさい」,https://www.twitch.tv/alfrea/clip/ThoughtfulRacyMushroomRiPepperonis-ZFg_pXbgMamWQ2jZ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
277,「だってエンゲージできないでしょここから俺ら。赤だけ獲ろうか…獲って。なんで…まぁいいや」,https://www.twitch.tv/alfrea/clip/NaiveFuriousPoxPanicVis-IwTqq28jrAgCJzjW?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
278,「キミは一体…なんだね？」,https://www.twitch.tv/alfrea/clip/EmpathicBrainyArugulaRiPepperonis-_yIpxgJ77waTqf1Q?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
279,「これねぇ、ユーミじゃない。トゥイッチ、このトゥイッチ動きがおかしい！」,https://www.twitch.tv/alfrea/clip/GlamorousAdventurousPepperoniAMPEnergy-1vV_sEasXvsdTysE?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
280,「LoLとVALOと訴訟？」,https://www.twitch.tv/alfrea/clip/SassyBusyMeerkatTBTacoRight-hAaKt_noNAm-CHK6?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
281,「こいつらマジか！」,https://www.twitch.tv/alfrea/clip/ProductiveSpicyScallionDeIlluminati-RNg_Z8FE32jHK_7C?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
282,「あのチャンピオン、ああやってみると複雑というか…忙しいんだなって」,https://www.twitch.tv/alfrea/clip/EncouragingSpookyOwlTF2John-kKxgHxumqDaPH3Ap?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
283,「重いものが持てるようになった時だよ。働け」,https://www.twitch.tv/alfrea/clip/TenuousConsiderateQueleaMingLee-lYAyP1Tt2aVMcu8u?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
284,「聞いたらBANしろよお前」,https://clips.twitch.tv/FunnyCrepuscularLousePoooound-P5M_Lt5Q8coQcV2y,,,,,,,,,,,,,,,,,,,,,
285,「一回も俺になんにもバフが入らなかった！」,https://www.twitch.tv/alfrea/clip/RacySaltyStingrayKAPOW-2JdpdkAQHbsawZ5n?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
286,「この一年間で一番面白いなこのシーン」,https://www.twitch.tv/alfrea/clip/AcceptableFairTomatoFrankerZ-7jPBVGqyDflfQAeZ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
287,「ストーカーの機能みたい」,https://www.twitch.tv/alfrea/clip/RenownedMoralPlumberBigBrother-Px4X-nGPTKDEctpm?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
288,「ガチで具合悪い本当に気持ち悪いこのビルド」,https://www.twitch.tv/alfrea/clip/CallousRelentlessLemurUnSane-DMln-xRM4Yh1Wgvg?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
289,「ばーかばーか！ﾊﾊｯ ばーかばーか！」,https://www.twitch.tv/alfrea/clip/VenomousAwkwardDuckSSSsss-y4MVjPb0PFzqk6Tl?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
290,「チンチャMIDチャイ！」,https://www.twitch.tv/alfrea/clip/SnappyGrossPonyAMPEnergyCherry-gXMvGZF1qy1emfB9?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
291,「しねしねしね！…あぁｶﾞﾋﾞ」,https://www.twitch.tv/alfrea/clip/AbrasiveFrigidPizzaDendiFace-LPQT7hBFY0SRG-nG?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
292,「バカ？」,https://www.twitch.tv/alfrea/clip/RelatedBloodyCrowOneHand-IC_rmgl4hn-jZmuu?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
293,「キモすぎ～！」,https://www.twitch.tv/alfrea/clip/TalentedPleasantFoxBigBrother-ovMgde9Omd_ZC6Sr?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
294,「56せるだろ。何やってるんだ？」,https://www.twitch.tv/alfrea/clip/CorrectFriendlyAnteaterBuddhaBar-NfW9CWYfwzWHl144?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
295,「あ？お前を待ってたんだが？」,https://www.twitch.tv/alfrea/clip/EasyResoluteSwan4Head-P_494iddyrgsk36B?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
296,「これマジでなんでもいいな。俺、犬派なんだよね」,https://www.twitch.tv/alfrea/clip/CheerfulMagnificentBasenjiAsianGlow-D9Ie3TW0W-91CKWk?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
297,「キャノンさん？」,https://www.twitch.tv/alfrea/clip/AbnegateDullDonkeyArsonNoSexy-_frl1H1TnPN9RUAK?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
298,「昨日これで終わってくれればな」,https://www.twitch.tv/alfrea/clip/RespectfulEvilCarrotArgieB8-MA4Y05DNXEmhABYP?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
299,「パンテオン56せないかな～…しんだわ」,https://www.twitch.tv/alfrea/clip/SpeedyVictoriousWitchOMGScoots-1A2SzQoD3B67bgDW?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
300,「ウザすぎ！もうダメだ。League of Legendsのカメラはゴミ」,https://www.twitch.tv/alfrea/clip/FunnySquareDaikonRitzMitz-YA9QfmkQberixVDp?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
301,「バックバックバック」,https://www.twitch.tv/alfrea/clip/DullRockyLegDAESuppy-fjKHTPjl36tUw-sA?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
302,「サポートで一番下手だったのはスタンミだったわ」,https://www.twitch.tv/alfrea/clip/InquisitiveScaryApeRalpherZ-O32qOloAUZXu6qxU?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
303,「スタはうるさい。しゃる3は(暑がりなので空調がらいじんにとって)寒い。…で、じゃすはなんもしない、っていうのがまあメインだろうな。忍者はなんだろうな、あの一緒に生活したくない感じはどこに出てくるんだろう。なんか…総合的に」,https://www.twitch.tv/alfrea/clip/ComfortableTemperedHorseradishKeepo?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
304,「俺とヴィエゴ以外、レッドチームにとって存在として必要とされてない」,https://www.twitch.tv/alfrea/clip/TallCalmWasabiBrainSlug-TrA058d12HifSq6e?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
305,「アホが来た」,https://www.twitch.tv/alfrea/clip/AntediluvianTsundereKimchiANELE?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
306,「うん、暇でしょw」,https://www.twitch.tv/alfrea/clip/DrabBashfulLouseKippa-Pxlhp5eK7TBllGSM?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
307,「おい、さっきまで一生その話してただろ」,https://www.twitch.tv/alfrea/clip/ClumsyGorgeousIguanaHotPokket-lzf-1NTOvxC4evVF?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
308,「なんだと思ってるんだ？マジで。リスナーってホントに。バカなのかな？マジで」,https://www.twitch.tv/alfrea/clip/FitKitschyCodGingerPower--IcgpwUzIEuokviR?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
309,「てきとうな事ばっか言いやがって」,https://www.twitch.tv/alfrea/clip/VainGrossSkunkCopyThis-BhxosTsATW9v9Nfa?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
310,「あ～ららららら、あーあーあー！」,https://www.twitch.tv/alfrea/clip/PhilanthropicSpunkyNeanderthalOSsloth-g3sQ_GxJTH0IQL_Z?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
311,「ういにゃんの犠牲は無駄にしない。…25分放置しよう」,https://www.twitch.tv/alfrea/clip/ColorfulClearEmuEleGiggle-LJ6VaQ5HObRDf4Uo?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
312,「マジで相手がゴミ過ぎて俺が相対的にクソ強いっていう」,https://www.twitch.tv/alfrea/clip/FaithfulVivaciousMageTwitchRPG-Q33EazPThuB5HedL?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
313,「殴られたら殴り返さないと俺ら勝てないよ」,https://www.twitch.tv/alfrea/clip/ModernEasyRaccoonCharlieBitMe-uC6NrzAId9ccR3YT?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
314,「え～！きしょ過ぎきしょ過ぎ！このLeague of Legendsきしょ過ぎる！」,https://www.twitch.tv/alfrea/clip/EntertainingSlickOrcaHassanChop-eBmw4Ex7ZMrC3abT?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
315,「コイツULTが上がってないだろ、ふざけるなよ今の」,https://www.twitch.tv/alfrea/clip/TemperedEncouragingMallardPeteZaroll?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
316,「ベイト？今の」,https://www.twitch.tv/alfrea/clip/BlightedBetterSaladFutureMan-DmEfS3XqfHvdiPf1?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
317,「なんだコイツ！？ホントに役に立たないな！」,https://www.twitch.tv/alfrea/clip/HonestSuspiciousPepperoniRlyTho-IPvrXL_6ZX6zat9Q?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
318,「カスが。しんどけ」,https://www.twitch.tv/alfrea/clip/BovinePluckyPanSuperVinlin?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
319,「あ～ッ！クソゲー！」,https://www.twitch.tv/alfrea/clip/GoldenHelplessGarlicMrDestructoid-2d6GvJAVthDId_ON?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
320,「ザルザルザル！ザル忍者！」,https://www.twitch.tv/alfrea/clip/GlutenFreeFriendlyLemurOMGScoots-TIgDXwBEFhm6LjX5?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
321,「敗退と一位が見えてるって事は、まだ大会が始まってない…？」,https://www.twitch.tv/alfrea/clip/LachrymoseNastyMacaroniTheRinger-ZisXlXkLR9bvPFZL?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
322,「極論を言うと、hachamechaがtarzanだったら勝ってるんだよね：,https://www.twitch.tv/alfrea/clip/CautiousCogentArtichokePunchTrees-Kr1yGu-o-dMcsCDf?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
323,「直接じゃすに『太った』って言い過ぎちゃってさ。ちょっと、太ってたからあまりにも」,https://www.twitch.tv/alfrea/clip/ResilientHealthyOtterRedCoat-qg9D2QkOGvwrHaa3?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
324,「こいつらマジ頭ぉ…まぁいいや」,https://www.twitch.tv/alfrea/clip/HardInterestingTurtleEleGiggle-kmdgSk9meJdcHT0A?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
325,「ニートにアレやれ、コレやれって言ってもできないからニートなんだよな」,https://www.twitch.tv/alfrea/clip/HomelyChillyCroissantDancingBaby-ZBwXiKuxhT0vEL4_?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
326,「NAはやっぱNAだね」,https://www.twitch.tv/alfrea/clip/CooperativeHelpfulTardigradePeteZaroll-H6KyKRT-1an6Ku8I?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
327,「まぁいいや、こいつらダメだ」,https://www.twitch.tv/alfrea/clip/PleasantInterestingLemurDoubleRainbow-HkHQGWnKZjSWjobF?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
328,「アイツあとたぶん15kg太れる」,https://www.twitch.tv/alfrea/clip/ProtectiveFaithfulSrirachaOhMyDog-IusVxOXVf8kQXfLv?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
329,「ﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟﾋﾟｯ…なに？これ」,https://www.twitch.tv/alfrea/clip/SuspiciousFrailKangarooPraiseIt-NKGJZ1AXm9QUb8PI?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
330,「文句ないよ、全然。別にQくらったら『Qくらったなー』と思いながら見てるから」,https://www.twitch.tv/alfrea/clip/CrypticSavoryQueleaTTours-Osnr2JtqszG9nhXj?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
331,「ジェイスのネガキャンしたい奴は全員UGの配信行けって」,https://www.twitch.tv/alfrea/clip/CleverJazzyMosquitoCoolStoryBob-LUj1E1Nc9T5aBdNB?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
332,「おい、このMIDのガリオいいよ。相手チームに行ってくれ」,https://www.twitch.tv/alfrea/clip/PatientImportantBatBibleThump?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
333,「しね」,https://www.twitch.tv/alfrea/clip/SweetViscousBibimbapTBTacoLeft-zj4dww6GiCBcjfks?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
334,「弱いなお前マジで」,https://www.twitch.tv/alfrea/clip/SpicyHappyCurryVoHiYo-QgV6CfowohNs4N0B?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
335,「なんで5人でマッチングして2人頭おかしいんだよ。1人にしてくれ1人に」,https://www.twitch.tv/alfrea/clip/SavoryJazzyAlmondOpieOP-DfjM-nx2fvIjbOk1?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
336,"「じゃあ""ナイス""と""ナイストライ""以外のコメントは禁止にしておこう。よろしく」",https://www.twitch.tv/alfrea/clip/KindImportantDumplingsUWot-ZmHlcta0HmZkEVsf?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
337,「俺、昔はしゃる3に何かを言うのは無駄だと思ってたんだよね。止まんないから」,https://www.twitch.tv/alfrea/clip/CoySparklyCheddarResidentSleeper-VnquDgA7WFmyGIqN?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
338,「下だけでみるとレートこっちのが低いからしょうがない」,https://www.twitch.tv/alfrea/clip/SparklingMiniatureElkTF2John-sqWUSMkodoo8m-xX?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
339,「バカが。反撃されないとでも思うなよ」,https://www.twitch.tv/alfrea/clip/PerfectSuspiciousTurtleBleedPurple-TwphBzHQ53VCX6RT?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
340,「困ったらナッツのじゃすぱーさん痩せてきたの？知らんけど」,https://www.twitch.tv/alfrea/clip/EagerBashfulCheeseDoggo-xkCXjJp5b3hr-c1g?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
341,「ポチョムキンはカス」,https://www.twitch.tv/alfrea/clip/WonderfulAttractiveCourgetteSmoocherZ-4_BjmGKonLPNqF9_?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
342,「俺がZeus見たいわ、じゃあな」,https://www.twitch.tv/alfrea/clip/ResoluteRockyRatKappaRoss-7gg5O3C1ty9H-opl?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
343,「コレおかしい、コレおかしい。こいつらの位置おかしい」,https://www.twitch.tv/alfrea/clip/FairRepleteWerewolfJebaited-GYCYjW1gz1KRCByJ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
344,「褒めれるところがあったら褒めてたよ 」,https://www.twitch.tv/alfrea/clip/ProductiveDifficultWoodpeckerHumbleLife-X1eq6oizb7YQywFd?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
345,「サブスクライブしろや！」,https://www.twitch.tv/alfrea/clip/AgileSullenBeefMikeHogu-rUE_mHI4rgcmAwCm?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
346,「なんでワードない？『ワードないんだよな』意味わかんないんだけど」,https://www.twitch.tv/alfrea/clip/CoweringSavoryLyrebirdPupper-hfMyftX63kIrNHKm?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
347,「今のは無いなぁ、マジで」,https://www.twitch.tv/alfrea/clip/AgitatedSuccessfulMonitorPJSalt-_rNlXwweQcyYVnC4?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
348,「サイドレーンに未来あるわけないでしょ」,https://www.twitch.tv/alfrea/clip/ElegantSpookyHummingbirdFreakinStinkin--1XDH-xfOzyblhx3?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
349,「おぉ～！肉やん」,https://www.twitch.tv/alfrea/clip/AverageWonderfulMacaroniBCouch-mreZksMP0fMp7_wb?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
350,「シンジドまじで使いもんになんないコレ」,https://www.twitch.tv/alfrea/clip/AltruisticAverageKittenFunRun-i90XGR7QNYNKwJdt?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
351,「なんだこのコンテンツ」,https://www.twitch.tv/alfrea/clip/CarefulShyDillPastaThat-TKH-ml3-s_39B9lm?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
352,「お前だ、メガネ」,https://clips.twitch.tv/FantasticSmoothClamSmoocherZ,,,,,,,,,,,,,,,,,,,,,
353,「なにこのミニオン今HP増えたんだけど、は？…え？レベル上がった？ミニオン。今」,https://www.twitch.tv/alfrea/clip/TiredObedientLadiesYee-_izbPiIUYRFaw37u?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
354,「やっぱ酔っぱらってる奴らがいっぱい居るとワケわからんくなるから」,https://www.twitch.tv/alfrea/clip/MotionlessAntediluvianCardCopyThis-eiBv41XL2nDuH1dB?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
355,「えぇー…やだなー」,https://www.twitch.tv/alfrea/clip/PolishedEvilTubersNotATK-PzPHx0BFoZEMk6Kn?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
356,「あーウザいウザいウザいウザい」,https://www.twitch.tv/alfrea/clip/PricklyNimbleOxFeelsBadMan-0iXac7ErfoOQ_alQ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
357,「Eは？どうなってるんだこのナミは！」,https://www.twitch.tv/alfrea/clip/FilthySmoggyDiscPraiseIt-mAN_8YUIDi8haOYh?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
358,(増アカ生徒のTOP個人コーチング予定の日)「大丈夫だよ俺しゃる3より優しいもん」,https://www.twitch.tv/alfrea/clip/ProudHardSheepSwiftRage-k4-hFc5guF0gO2i-?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
359,「このバグなんなんだマジで」,https://www.twitch.tv/alfrea/clip/IronicBloodyShieldPicoMause-VSziVpK1T-ius1tF?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
360,「ホントにダメ！」,https://www.twitch.tv/alfrea/clip/RoundTastyPlumberHeyGuys-gp_nWNxZWmc6DcuE?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
361,「最近なぎさっちをじゃすぱーに押し付けられた感があって良い感じよ」,https://www.twitch.tv/alfrea/clip/SingleSpeedyStarKreygasm-LopQiKQCb3HmsJqy?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
362,「スタンミの写真を見せて『この色にはしないでください』…とは言った」,https://www.twitch.tv/alfrea/clip/HungryDiligentTurnipTBCheesePull-P2HAp2Wgsb1fmjR3?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
363,「このジャングルの人さあ～、なんでこんな……こんなことするの？」,https://clips.twitch.tv/HeartlessPolishedLarkPraiseIt-8-56n9zAVpjDqAw4,,,,,,,,,,,,,,,,,,,,,
